Image,Description
142.jpg,"In this image, 1 wounds are detected. The 1st wound is located in top, with size small and shape round. "
190.jpg,"In this image, 1 wounds are detected. The 1st wound is located in bottom, with size small and shape round. "
512.jpg,"In this image, 1 wounds are detected. The 1st wound is located in left, with size small and shape rough. "
70.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape rough. "
220.jpg,"In this image, 1 wounds are detected. The 1st wound is located in top, with size small and shape round. "
474.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape rough. "
304.jpg,"In this image, 1 wounds are detected. The 1st wound is located in bottom, with size small and shape round. "
23.jpg,"In this image, 1 wounds are detected. The 1st wound is located in bottom, with size small and shape round. "
258.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape rough. "
10.jpg,"In this image, 1 wounds are detected. The 1st wound is located in top, with size small and shape rough. "
612.jpg,"In this image, 1 wounds are detected. The 1st wound is located in bottom, with size small and shape round. "
2.jpg,"In this image, 1 wounds are detected. The 1st wound is located in top, with size small and shape round. "
423.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape round. "
401.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape round. "
751.jpg,"In this image, 1 wounds are detected. The 1st wound is located in left, with size small and shape round. "
224.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape round. "
626.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape round. "
343.jpg,"In this image, 1 wounds are detected. The 1st wound is located in left, with size small and shape round. "
124.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape round. "
227.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape round. "
314.jpg,"In this image, 1 wounds are detected. The 1st wound is located in bottom, with size small and shape round. "
43.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape round. "
668.jpg,"In this image, 1 wounds are detected. The 1st wound is located in bottom-middle, with size small and shape round. "
470.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape rough. "
211.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape round. "
277.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape round. "
523.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape round. "
529.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size medium and shape rough. "
391.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape round. "
666.jpg,"In this image, 1 wounds are detected. The 1st wound is located in center, with size small and shape round. "
337.jpg,"In this image, 1 wounds are detected. The 1st wound is located in top-left, with size small and shape round. "
269.jpg,"In this image, 1 wounds are detected. The 1st wound is located in left, with size small and shape round. "
41.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape rough. "
731.jpg,"In this image, 1 wounds are detected. The 1st wound is located in top, with size medium and shape round. "
299.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape round. "
549.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape round. "
97.jpg,"In this image, 1 wounds are detected. The 1st wound is located in bottom, with size small and shape rough. "
38.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape round. "
181.jpg,"In this image, 1 wounds are detected. The 1st wound is located in center, with size small and shape round. "
4.jpg,"In this image, 1 wounds are detected. The 1st wound is located in center, with size small and shape round. "
56.jpg,"In this image, 1 wounds are detected. The 1st wound is located in bottom, with size small and shape round. "
715.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape round. "
593.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape round. "
754.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape round. "
763.jpg,"In this image, 1 wounds are detected. The 1st wound is located in center, with size small and shape round. "
498.jpg,"In this image, 2 wounds are detected. The 1st wound is located in right, with size small and shape round. The 2nd wound is located in left, with size small and shape round. "
471.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape round. "
180.jpg,"In this image, 1 wounds are detected. The 1st wound is located in left, with size small and shape rough. "
427.jpg,"In this image, 1 wounds are detected. The 1st wound is located in bottom, with size small and shape round. "
627.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape rough. "
370.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape rough. "
300.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape rough. "
230.jpg,"In this image, 1 wounds are detected. The 1st wound is located in top, with size small and shape round. "
353.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape round. "
87.jpg,"In this image, 1 wounds are detected. The 1st wound is located in left, with size small and shape rough. "
221.jpg,"In this image, 1 wounds are detected. The 1st wound is located in left, with size small and shape round. "
94.jpg,"In this image, 1 wounds are detected. The 1st wound is located in top, with size small and shape round. "
385.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape round. "
755.jpg,"In this image, 1 wounds are detected. The 1st wound is located in bottom, with size small and shape round. "
651.jpg,"In this image, 1 wounds are detected. The 1st wound is located in left, with size small and shape round. "
278.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape round. "
656.jpg,"In this image, 1 wounds are detected. The 1st wound is located in top, with size medium and shape round. "
14.jpg,"In this image, 1 wounds are detected. The 1st wound is located in top, with size small and shape rough. "
720.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape rough. "
235.jpg,"In this image, 1 wounds are detected. The 1st wound is located in bottom, with size small and shape rough. "
467.jpg,"In this image, 1 wounds are detected. The 1st wound is located in top, with size small and shape round. "
462.jpg,"In this image, 1 wounds are detected. The 1st wound is located in left, with size small and shape rough. "
214.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape round. "
614.jpg,"In this image, 1 wounds are detected. The 1st wound is located in left, with size small and shape round. "
366.jpg,"In this image, 1 wounds are detected. The 1st wound is located in bottom, with size small and shape round. "
185.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape round. "
99.jpg,"In this image, 1 wounds are detected. The 1st wound is located in left, with size small and shape round. "
245.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape round. "
50.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape round. "
663.jpg,"In this image, 1 wounds are detected. The 1st wound is located in top, with size small and shape round. "
250.jpg,"In this image, 1 wounds are detected. The 1st wound is located in left, with size medium and shape round. "
431.jpg,"In this image, 1 wounds are detected. The 1st wound is located in top, with size small and shape round. "
283.jpg,"In this image, 1 wounds are detected. The 1st wound is located in bottom, with size small and shape round. "
790.jpg,"In this image, 1 wounds are detected. The 1st wound is located in top, with size small and shape round. "
3.jpg,"In this image, 1 wounds are detected. The 1st wound is located in center, with size small and shape round. "
466.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size medium and shape round. "
476.jpg,"In this image, 1 wounds are detected. The 1st wound is located in bottom, with size small and shape round. "
140.jpg,"In this image, 1 wounds are detected. The 1st wound is located in bottom, with size small and shape round. "
762.jpg,"In this image, 1 wounds are detected. The 1st wound is located in bottom, with size small and shape flattened. "
551.jpg,"In this image, 1 wounds are detected. The 1st wound is located in bottom, with size small and shape rough. "
244.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape round. "
757.jpg,"In this image, 2 wounds are detected. The 1st wound is located in center, with size small and shape round. The 2nd wound is located in top, with size small and shape round. "
553.jpg,"In this image, 2 wounds are detected. The 1st wound is located in right, with size small and shape round. The 2nd wound is located in top, with size small and shape rough. "
536.jpg,"In this image, 1 wounds are detected. The 1st wound is located in top, with size small and shape rough. "
502.jpg,"In this image, 1 wounds are detected. The 1st wound is located in left, with size small and shape round. "
625.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape round. "
584.jpg,"In this image, 1 wounds are detected. The 1st wound is located in left, with size small and shape round. "
404.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape rough. "
702.jpg,"In this image, 1 wounds are detected. The 1st wound is located in bottom, with size small and shape round. "
513.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape rough. "
642.jpg,"In this image, 1 wounds are detected. The 1st wound is located in left, with size small and shape rough. "
585.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape rough. "
359.jpg,"In this image, 1 wounds are detected. The 1st wound is located in left, with size small and shape rough. "
203.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape rough. "
617.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size medium and shape round. "
798.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape round. "
322.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape round. "
159.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape round. "
581.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape round. "
630.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape round. "
347.jpg,"In this image, 1 wounds are detected. The 1st wound is located in top, with size small and shape round. "
598.jpg,"In this image, 2 wounds are detected. The 1st wound is located in left, with size small and shape round. The 2nd wound is located in top-right, with size small and shape round. "
787.jpg,"In this image, 1 wounds are detected. The 1st wound is located in bottom, with size small and shape round. "
215.jpg,"In this image, 3 wounds are detected. The 1st wound is located in left, with size small and shape round. The 2nd wound is located in right, with size small and shape round. The 3rd wound is located in top-left, with size small and shape round. "
378.jpg,"In this image, 1 wounds are detected. The 1st wound is located in left, with size small and shape rough. "
205.jpg,"In this image, 1 wounds are detected. The 1st wound is located in top, with size small and shape round. "
563.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape round. "
413.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape round. "
538.jpg,"In this image, 1 wounds are detected. The 1st wound is located in bottom, with size small and shape round. "
689.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape round. "
286.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape round. "
360.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape round. "
287.jpg,"In this image, 1 wounds are detected. The 1st wound is located in left, with size small and shape rough. "
712.jpg,"In this image, 1 wounds are detected. The 1st wound is located in center, with size small and shape rough. "
324.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape round. "
160.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape rough. "
141.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape round. "
749.jpg,"In this image, 1 wounds are detected. The 1st wound is located in bottom, with size small and shape round. "
640.jpg,"In this image, 1 wounds are detected. The 1st wound is located in left, with size small and shape rough. "
426.jpg,"In this image, 1 wounds are detected. The 1st wound is located in left, with size small and shape round. "
660.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size medium and shape rough. "
85.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape round. "
167.jpg,"In this image, 1 wounds are detected. The 1st wound is located in left, with size small and shape round. "
771.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape round. "
711.jpg,"In this image, 1 wounds are detected. The 1st wound is located in top, with size small and shape round. "
687.jpg,"In this image, 1 wounds are detected. The 1st wound is located in top, with size small and shape rough. "
295.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape round. "
162.jpg,"In this image, 1 wounds are detected. The 1st wound is located in bottom, with size small and shape round. "
301.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape round. "
708.jpg,"In this image, 1 wounds are detected. The 1st wound is located in top, with size small and shape round. "
786.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape round. "
163.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape rough. "
375.jpg,"In this image, 1 wounds are detected. The 1st wound is located in center, with size small and shape round. "
483.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape rough. "
636.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape round. "
218.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape rough. "
448.jpg,"In this image, 1 wounds are detected. The 1st wound is located in bottom, with size small and shape round. "
537.jpg,"In this image, 1 wounds are detected. The 1st wound is located in bottom, with size small and shape round. "
464.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape round. "
11.jpg,"In this image, 1 wounds are detected. The 1st wound is located in left, with size small and shape rough. "
436.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape round. "
772.jpg,"In this image, 1 wounds are detected. The 1st wound is located in left, with size small and shape rough. "
728.jpg,"In this image, 2 wounds are detected. The 1st wound is located in right, with size small and shape round. The 2nd wound is located in left, with size small and shape round. "
605.jpg,"In this image, 1 wounds are detected. The 1st wound is located in top, with size small and shape round. "
257.jpg,"In this image, 1 wounds are detected. The 1st wound is located in bottom-middle, with size small and shape round. "
542.jpg,"In this image, 1 wounds are detected. The 1st wound is located in top, with size small and shape round. "
796.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape rough. "
620.jpg,"In this image, 1 wounds are detected. The 1st wound is located in center, with size small and shape round. "
558.jpg,"In this image, 1 wounds are detected. The 1st wound is located in bottom, with size small and shape round. "
602.jpg,"In this image, 1 wounds are detected. The 1st wound is located in bottom, with size small and shape round. "
692.jpg,"In this image, 1 wounds are detected. The 1st wound is located in left, with size small and shape rough. "
36.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape round. "
432.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape round. "
251.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape round. "
732.jpg,"In this image, 1 wounds are detected. The 1st wound is located in bottom, with size small and shape round. "
780.jpg,"In this image, 1 wounds are detected. The 1st wound is located in top, with size small and shape round. "
171.jpg,"In this image, 2 wounds are detected. The 1st wound is located in bottom, with size small and shape flattened. The 2nd wound is located in top-middle, with size small and shape round. "
451.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape rough. "
478.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape rough. "
274.jpg,"In this image, 1 wounds are detected. The 1st wound is located in left, with size small and shape round. "
279.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape rough. "
134.jpg,"In this image, 2 wounds are detected. The 1st wound is located in right, with size small and shape round. The 2nd wound is located in top, with size small and shape round. "
440.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape rough. "
526.jpg,"In this image, 1 wounds are detected. The 1st wound is located in bottom-middle, with size small and shape round. "
589.jpg,"In this image, 1 wounds are detected. The 1st wound is located in right, with size small and shape round. "
528.jpg,"In this image, 1 wounds are detected. The 1st wound is located in left, with size medium and shape rough. "
